MR_DSA_DEVICE_DIAGNOSTIC_GET_COLLECTION_001, 1.0.0, , "Role `ROLE_DEVICE_DIAGNOSTIC_GET_COLLECTION` is required"
MR_DSA_DEVICE_DIAGNOSTIC_GET_COLLECTION_002, 1.0.0, , "Using `properties[]=myPropertyName` query param allows to only get the field `myPropertyName` and the json-ld fields."
MR_DSA_DEVICE_DIAGNOSTIC_GET_COLLECTION_003, 1.0.0, , "Parameter `page` is optional"
MR_DSA_DEVICE_DIAGNOSTIC_GET_COLLECTION_004, 1.0.0, , "Parameter `page` is a number"
MR_DSA_DEVICE_DIAGNOSTIC_GET_COLLECTION_005, 1.0.0, , "Parameter `limit` is optional"
MR_DSA_DEVICE_DIAGNOSTIC_GET_COLLECTION_006, 1.0.0, , "Parameter `limit` is a number"
MR_DSA_DEVICE_DIAGNOSTIC_GET_COLLECTION_007, 1.0.0, , "Parameter `name` is optional"
MR_DSA_DEVICE_DIAGNOSTIC_GET_COLLECTION_008, 1.0.0, , "Parameter `name` is a string"
MR_DSA_DEVICE_DIAGNOSTIC_GET_COLLECTION_009, 1.0.0, , "Parameter `createdAt` is optional"
MR_DSA_DEVICE_DIAGNOSTIC_GET_COLLECTION_010, 1.0.0, , "Parameter `createdAt` is a date"
MR_DSA_DEVICE_DIAGNOSTIC_GET_COLLECTION_011, 1.0.0, , "Parameter `updatedAt` is optional"
MR_DSA_DEVICE_DIAGNOSTIC_GET_COLLECTION_012, 1.0.0, , "Parameter `updatedAt` is a date"
MR_DSA_DEVICE_DIAGNOSTIC_GET_COLLECTION_013, 1.0.0, , "Parameter `device.macAddress` is optional"
MR_DSA_DEVICE_DIAGNOSTIC_GET_COLLECTION_014, 1.0.0, , "Parameter `device.macAddress` is a string"
MR_DSA_DEVICE_DIAGNOSTIC_GET_COLLECTION_015, 1.0.0, , "Parameter `device.name` is optional"
MR_DSA_DEVICE_DIAGNOSTIC_GET_COLLECTION_016, 1.0.0, , "Parameter `device.name` is a string"
MR_DSA_DEVICE_DIAGNOSTIC_GET_COLLECTION_017, 1.0.0, , "Parameter `lastPingAt` is optional"
MR_DSA_DEVICE_DIAGNOSTIC_GET_COLLECTION_018, 1.0.0, , "Parameter `lastPingAt` is a date"
MR_DSA_DEVICE_DIAGNOSTIC_GET_COLLECTION_019, 1.0.0, , "Parameter `lastHttpConnectionAt` is optional"
MR_DSA_DEVICE_DIAGNOSTIC_GET_COLLECTION_020, 1.0.0, , "Parameter `lastHttpConnectionAt` is a date"
MR_DSA_DEVICE_DIAGNOSTIC_GET_COLLECTION_021, 1.0.0, , "Parameter `lastSshConnectionAt` is optional"
MR_DSA_DEVICE_DIAGNOSTIC_GET_COLLECTION_022, 1.0.0, , "Parameter `lastSshConnectionAt` is a date"
MR_DSA_DEVICE_DIAGNOSTIC_GET_COLLECTION_023, 1.0.0, , "Parameter `lastVpnConnectionAt` is optional"
MR_DSA_DEVICE_DIAGNOSTIC_GET_COLLECTION_024, 1.0.0, , "Parameter `lastVpnConnectionAt` is a date"
MR_DSA_DEVICE_DIAGNOSTIC_GET_COLLECTION_025, 1.0.0, , "Parameter `lastWebsocketConnectionAt` is optional"
MR_DSA_DEVICE_DIAGNOSTIC_GET_COLLECTION_026, 1.0.0, , "Parameter `lastWebsocketConnectionAt` is a date"
